,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
41934,store,DiscSize,0x0003,2,0x00000000,2020-09-24T10:51:30.825Z,2020-09-24T10:51:30.825Z,1.0
41935,rp,527,0x0007,3198146056,0x00000000,2020-09-24T10:51:30.853Z,2020-09-24T10:51:30.853Z,1.0
41936,rp,528,0x0007,3188630621,0x00000000,2020-09-24T10:51:30.856Z,2020-09-24T10:51:30.856Z,1.0
41937,rp,529,0x0007,1051184083,0x00000000,2020-09-24T10:51:30.858Z,2020-09-24T10:51:30.858Z,1.0
41938,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T10:51:30.867Z,2020-09-24T10:51:30.867Z,1.0
41939,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T10:51:30.867Z,2020-09-24T10:51:30.867Z,1.0
41940,qc,DistanceX,0x000b,0.43381524086,0x00000000,2020-09-24T10:51:30.867Z,2020-09-24T10:51:30.867Z,1.0
41941,qc,DistanceAbs,0x000b,0.7774501332539999,0x00000000,2020-09-24T10:51:30.867Z,2020-09-24T10:51:30.867Z,1.0
41942,gate,Safe,0x0001,false,0x00000000,2020-09-24T10:51:31.107Z,2020-09-24T10:51:31.107Z,1.0
41943,gate,Speed,0x000b,-30,0x00000000,2020-09-24T10:51:31.107Z,2020-09-24T10:51:31.107Z,1.0
41944,gate,Position,0x000b,45.2,0x00000000,2020-09-24T10:51:31.107Z,2020-09-24T10:51:31.107Z,1.0
41945,rp,527,0x0007,3198147016,0x00000000,2020-09-24T10:51:31.114Z,2020-09-24T10:51:31.114Z,1.0
41946,rp,528,0x0007,3188626809,0x00000000,2020-09-24T10:51:31.116Z,2020-09-24T10:51:31.116Z,1.0
41947,rp,529,0x0007,1051184130,0x00000000,2020-09-24T10:51:31.119Z,2020-09-24T10:51:31.119Z,1.0
41948,store,DiscSize,0x0003,2,0x00000000,2020-09-24T10:51:31.125Z,2020-09-24T10:51:31.125Z,1.0
41949,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T10:51:31.167Z,2020-09-24T10:51:31.167Z,1.0
41950,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T10:51:31.167Z,2020-09-24T10:51:31.167Z,1.0
41951,qc,DistanceAbs,0x000b,0.7774501332539999,0x00000000,2020-09-24T10:51:31.167Z,2020-09-24T10:51:31.167Z,1.0
41952,qc,DistanceX,0x000b,0.43381524086,0x00000000,2020-09-24T10:51:31.167Z,2020-09-24T10:51:31.167Z,1.0
41953,rp,527,0x0007,3198147133,0x00000000,2020-09-24T10:51:31.359Z,2020-09-24T10:51:31.359Z,1.0
41954,rp,528,0x0007,3188627023,0x00000000,2020-09-24T10:51:31.362Z,2020-09-24T10:51:31.362Z,1.0
41955,rp,529,0x0007,1051183536,0x00000000,2020-09-24T10:51:31.362Z,2020-09-24T10:51:31.362Z,1.0
41956,gate,Safe,0x0001,false,0x00000000,2020-09-24T10:51:31.407Z,2020-09-24T10:51:31.407Z,1.0
41957,gate,Speed,0x000b,-40,0x00000000,2020-09-24T10:51:31.407Z,2020-09-24T10:51:31.407Z,1.0
41958,gate,Position,0x000b,35.1,0x00000000,2020-09-24T10:51:31.407Z,2020-09-24T10:51:31.407Z,1.0
41959,store,DiscSize,0x0003,2,0x00000000,2020-09-24T10:51:31.425Z,2020-09-24T10:51:31.425Z,1.0
41960,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T10:51:31.467Z,2020-09-24T10:51:31.467Z,1.0
