,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
93306,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:17.875Z,2020-09-24T11:53:17.875Z,0.0
93307,rp,529,0x0007,1054054441,0x00000000,2020-09-24T11:53:18.102Z,2020-09-24T11:53:18.102Z,0.0
93308,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:53:18.103Z,2020-09-24T11:53:18.103Z,0.0
93309,gate,Speed,0x000b,-40,0x00000000,2020-09-24T11:53:18.103Z,2020-09-24T11:53:18.103Z,0.0
93310,gate,Position,0x000b,20.7,0x00000000,2020-09-24T11:53:18.103Z,2020-09-24T11:53:18.103Z,0.0
93311,rp,528,0x0007,3188345304,0x00000000,2020-09-24T11:53:18.106Z,2020-09-24T11:53:18.106Z,0.0
93312,rp,527,0x0007,3195410940,0x00000000,2020-09-24T11:53:18.106Z,2020-09-24T11:53:18.106Z,0.0
93313,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.149Z,2020-09-24T11:53:18.149Z,0.0
93314,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:18.149Z,2020-09-24T11:53:18.149Z,0.0
93315,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.149Z,2020-09-24T11:53:18.149Z,0.0
93316,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:18.149Z,2020-09-24T11:53:18.149Z,0.0
93317,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:18.175Z,2020-09-24T11:53:18.175Z,0.0
93318,rp,529,0x0007,1053912892,0x00000000,2020-09-24T11:53:18.354Z,2020-09-24T11:53:18.354Z,0.0
93319,rp,528,0x0007,3187552615,0x00000000,2020-09-24T11:53:18.354Z,2020-09-24T11:53:18.354Z,0.0
93320,rp,527,0x0007,3197712133,0x00000000,2020-09-24T11:53:18.357Z,2020-09-24T11:53:18.357Z,0.0
93321,gate,Position,0x000b,10.6,0x00000000,2020-09-24T11:53:18.403Z,2020-09-24T11:53:18.403Z,0.0
93322,gate,Speed,0x000b,-30,0x00000000,2020-09-24T11:53:18.403Z,2020-09-24T11:53:18.403Z,0.0
93323,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:53:18.403Z,2020-09-24T11:53:18.403Z,0.0
93324,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:18.449Z,2020-09-24T11:53:18.449Z,0.0
93325,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.449Z,2020-09-24T11:53:18.449Z,0.0
93326,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:18.449Z,2020-09-24T11:53:18.449Z,0.0
93327,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.449Z,2020-09-24T11:53:18.449Z,0.0
93328,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:18.475Z,2020-09-24T11:53:18.475Z,0.0
93329,rp,529,0x0007,1053884688,0x00000000,2020-09-24T11:53:18.602Z,2020-09-24T11:53:18.602Z,0.0
93330,rp,528,0x0007,3187222709,0x00000000,2020-09-24T11:53:18.602Z,2020-09-24T11:53:18.602Z,0.0
93331,rp,527,0x0007,3198149867,0x00000000,2020-09-24T11:53:18.605Z,2020-09-24T11:53:18.605Z,0.0
93332,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:18.703Z,2020-09-24T11:53:18.703Z,0.0
93333,gate,Position,0x000b,0.4,0x00000000,2020-09-24T11:53:18.703Z,2020-09-24T11:53:18.703Z,0.0
93334,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:18.703Z,2020-09-24T11:53:18.703Z,0.0
93335,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.749Z,2020-09-24T11:53:18.749Z,0.0
93336,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:18.749Z,2020-09-24T11:53:18.749Z,0.0
93337,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:18.749Z,2020-09-24T11:53:18.749Z,0.0
93338,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:18.749Z,2020-09-24T11:53:18.749Z,0.0
93339,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:18.775Z,2020-09-24T11:53:18.775Z,0.0
93340,rp,529,0x0007,1053890285,0x00000000,2020-09-24T11:53:18.853Z,2020-09-24T11:53:18.853Z,0.0
93341,rp,528,0x0007,3187230387,0x00000000,2020-09-24T11:53:18.853Z,2020-09-24T11:53:18.853Z,0.0
93342,rp,527,0x0007,3198141432,0x00000000,2020-09-24T11:53:18.855Z,2020-09-24T11:53:18.855Z,0.0
93343,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:19.003Z,2020-09-24T11:53:19.003Z,0.0
93344,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:19.003Z,2020-09-24T11:53:19.003Z,0.0
93345,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:53:19.003Z,2020-09-24T11:53:19.003Z,0.0
93346,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:19.049Z,2020-09-24T11:53:19.049Z,0.0
93347,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.049Z,2020-09-24T11:53:19.049Z,0.0
93348,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.049Z,2020-09-24T11:53:19.049Z,0.0
93349,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:19.049Z,2020-09-24T11:53:19.049Z,0.0
93350,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:19.075Z,2020-09-24T11:53:19.075Z,0.0
93351,rp,528,0x0007,3187234575,0x00000000,2020-09-24T11:53:19.103Z,2020-09-24T11:53:19.103Z,0.0
93352,rp,529,0x0007,1053888336,0x00000000,2020-09-24T11:53:19.103Z,2020-09-24T11:53:19.103Z,0.0
93353,rp,527,0x0007,3198142598,0x00000000,2020-09-24T11:53:19.106Z,2020-09-24T11:53:19.106Z,0.0
93354,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:19.303Z,2020-09-24T11:53:19.303Z,0.0
93355,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:19.303Z,2020-09-24T11:53:19.303Z,0.0
93356,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:53:19.303Z,2020-09-24T11:53:19.303Z,0.0
93357,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:19.349Z,2020-09-24T11:53:19.349Z,0.0
93358,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:19.349Z,2020-09-24T11:53:19.349Z,0.0
93359,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.349Z,2020-09-24T11:53:19.349Z,0.0
93360,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.349Z,2020-09-24T11:53:19.349Z,0.0
93361,rp,529,0x0007,1053887427,0x00000000,2020-09-24T11:53:19.353Z,2020-09-24T11:53:19.353Z,0.0
93362,rp,528,0x0007,3187234481,0x00000000,2020-09-24T11:53:19.356Z,2020-09-24T11:53:19.356Z,0.0
93363,rp,527,0x0007,3198143036,0x00000000,2020-09-24T11:53:19.356Z,2020-09-24T11:53:19.356Z,0.0
93364,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:19.375Z,2020-09-24T11:53:19.375Z,0.0
93365,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:19.603Z,2020-09-24T11:53:19.603Z,0.0
93366,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:19.603Z,2020-09-24T11:53:19.603Z,0.0
93367,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:53:19.603Z,2020-09-24T11:53:19.603Z,0.0
93368,rp,529,0x0007,1053887574,0x00000000,2020-09-24T11:53:19.603Z,2020-09-24T11:53:19.603Z,0.0
93369,rp,528,0x0007,3187234932,0x00000000,2020-09-24T11:53:19.604Z,2020-09-24T11:53:19.604Z,0.0
93370,rp,527,0x0007,3198142975,0x00000000,2020-09-24T11:53:19.607Z,2020-09-24T11:53:19.607Z,0.0
93371,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.649Z,2020-09-24T11:53:19.649Z,0.0
93372,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:19.649Z,2020-09-24T11:53:19.649Z,0.0
93373,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.649Z,2020-09-24T11:53:19.649Z,0.0
93374,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:19.649Z,2020-09-24T11:53:19.649Z,0.0
93375,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:19.675Z,2020-09-24T11:53:19.675Z,0.0
93376,rp,529,0x0007,1053850294,0x00000000,2020-09-24T11:53:19.852Z,2020-09-24T11:53:19.852Z,0.0
93377,rp,528,0x0007,3187244429,0x00000000,2020-09-24T11:53:19.855Z,2020-09-24T11:53:19.855Z,0.0
93378,rp,527,0x0007,3198142849,0x00000000,2020-09-24T11:53:19.857Z,2020-09-24T11:53:19.857Z,0.0
93379,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:53:19.903Z,2020-09-24T11:53:19.903Z,0.0
93380,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:19.903Z,2020-09-24T11:53:19.903Z,0.0
93381,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:19.903Z,2020-09-24T11:53:19.903Z,0.0
93382,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:19.949Z,2020-09-24T11:53:19.949Z,0.0
93383,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.949Z,2020-09-24T11:53:19.949Z,0.0
93384,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:19.949Z,2020-09-24T11:53:19.949Z,0.0
93385,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:19.949Z,2020-09-24T11:53:19.949Z,0.0
93386,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:19.975Z,2020-09-24T11:53:19.975Z,0.0
93387,rp,529,0x0007,1052228147,0x00000000,2020-09-24T11:53:20.102Z,2020-09-24T11:53:20.102Z,0.0
93388,rp,528,0x0007,3187781417,0x00000000,2020-09-24T11:53:20.103Z,2020-09-24T11:53:20.103Z,0.0
93389,rp,527,0x0007,3198142187,0x00000000,2020-09-24T11:53:20.105Z,2020-09-24T11:53:20.105Z,0.0
93390,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:53:20.203Z,2020-09-24T11:53:20.203Z,0.0
93391,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:53:20.203Z,2020-09-24T11:53:20.203Z,0.0
93392,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:20.203Z,2020-09-24T11:53:20.203Z,0.0
93393,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:20.249Z,2020-09-24T11:53:20.249Z,0.0
93394,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:53:20.249Z,2020-09-24T11:53:20.249Z,0.0
93395,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:53:20.249Z,2020-09-24T11:53:20.249Z,0.0
93396,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:53:20.249Z,2020-09-24T11:53:20.249Z,0.0
93397,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:53:20.275Z,2020-09-24T11:53:20.275Z,0.0
93398,rp,528,0x0007,3187998163,0x00000000,2020-09-24T11:53:20.353Z,2020-09-24T11:53:20.353Z,0.0
93399,rp,529,0x0007,1051180709,0x00000000,2020-09-24T11:53:20.353Z,2020-09-24T11:53:20.353Z,1.0
93400,rp,527,0x0007,3198142880,0x00000000,2020-09-24T11:53:20.356Z,2020-09-24T11:53:20.356Z,1.0
93401,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:53:20.503Z,2020-09-24T11:53:20.503Z,1.0
